model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,5.388904752648732,3.7696707098149353,6.5802759574174665,8.709757695688106,7.346413386228759
wav2vec2-base,4.57753364083391,2.8138220686658424,5.687753563292404,6.73272194759911,6.033055721105877
MERT-v1-330M,5.027580273738872,3.7200512494389453,4.879697817582052,7.558448972370083,6.141375962174909
MERT-v1-95M,3.7036081385700075,2.7357679806830064,4.71569437749678,6.059958570361133,5.180963876952569
jukebox,26.549665499957694,19.771898386250992,23.349526566574298,40.2173976278903,30.805814224492707
musicgen-large,10.738105821136722,7.898376864111354,10.351479829270334,16.63580375782508,13.628486526966588
musicgen-medium,8.131278559179657,5.793263839167652,8.485704204261566,12.527562512504339,10.45094650809105
musicgen-small,5.876234215111513,3.7730973092114204,5.673417595286552,8.044868983353497,6.906015103593751
musicgen-audio,3.6056996268897055,1.2567476502810417,4.329473106347835,2.125202672287713,2.795535641297079
baseline-mel,7.066776917592041,3.1713557966126356,6.226895822002391,6.443411611366084,6.243839928523883
baseline-mfcc,5.441564722902085,0.7252224282121004,4.191154333083216,2.013816159400151,2.67884420540339
baseline-chroma,5.928844736002443,1.366660319995082,4.3366211041014155,1.5438345658257793,1.9981241341319629
baseline-concat,6.527527591662753,3.6173722321773174,6.978079203609683,7.661336618388786,6.709277436139422
