model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.981058068621522,0.9636155830686995,0.5604333272158663,0.6841209072608248,0.6292177603812749
wav2vec2-base,0.9115195471118615,0.9336755101075972,0.4816917038195435,0.6534734621003084,0.5567474478670235
MERT-v1-330M,1.0,0.9949216691006987,0.892314792856659,0.9922792848718178,0.9221057171411222
MERT-v1-95M,1.0,0.9833316769945817,0.6933068810275753,0.8784677988656373,0.7896830071851948
jukebox,1.0,1.0,0.971928122123483,0.9986572661777114,0.9483911337262693
musicgen-large,0.9917441768293739,0.9903735863043688,0.7856449815391671,0.8744426163000361,0.6330908845778508
musicgen-medium,0.9718317333401406,0.9854992532345002,0.6566205081146226,0.8096428774687165,0.6142912520589063
musicgen-small,0.9093452129392514,0.9555538868437905,0.7273374965606689,0.8905538741165684,0.7308178171974781
musicgen-audio,0.5630839369280457,0.4810064574039688,0.2246364930353763,0.5686470026211241,0.3252665052114047
baseline-mel,0.5000588925716358,0.6827233324574038,0.35747399342377,0.7803164724815166,0.44233980737530504
baseline-mfcc,0.26341660279118495,0.735250056074969,0.26475439164837533,0.6183422009193333,0.424671548740041
baseline-chroma,0.1708065659765573,0.23719634118361346,0.17228680349580805,0.7085127201565558,0.5819148536229998
baseline-concat,0.7298716963072008,0.8833472015961431,0.43073184397358943,0.8536170730717735,0.6863818353174409
