loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
15146.627546310425,14,0.7692867540029112,0.767268232688678,0.7692867540029112,0.7692395277472333,46693.25509262085,1.8879692338921579,113243.25158418421,4.578814959735736,261038.23828952265,10.5546756545982
