loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic_rep,aic_rep_avg,bic_rep,bic_rep_avg,ebic_rep,ebic_rep_avg,aic_cls,aic_cls_avg,bic_cls,bic_cls_avg,ebic_cls,ebic_cls_avg,aic_pr,aic_pr_avg,bic_pr,bic_pr_avg,ebic_pr,ebic_pr_avg
34717.93527984619,11,0.49385411612485847,0.4865898680939428,0.49385411612485847,0.4938033326198784,79035.87055969238,3.1956926475696417,117991.96606694898,4.770821852941492,199365.12955715042,8.061019309281514,146251.87055969238,5.913467190671696,457965.5614435906,18.517126048988786,1268836.8744365815,51.30344793937334,69465.14327430725,2.8087151574602642,69583.92980204616,2.813518106180097,69662.48338447238,2.8166942982562015
