loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
1795.1982154846191,2,0.6797583081570997,0.6797565399409897,0.6797583081570997,0.6797566311849592,5126.396430969238,1.720844723386787,9733.891818653039,3.267503128114481,19938.752848767865,6.693102668267159
