model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,50.48411384451167,6.960633684665893,11.257335307649958,4.782687267413592,5.8235550682377
wav2vec2-base,37.73543726781029,5.16580177439271,9.15562824886045,3.876137811444347,4.9025085001762765
MERT-v1-330M,50.29975820645999,6.919103053517667,9.66497694856714,3.6746872822180117,4.617435647432953
MERT-v1-95M,37.06074809473518,5.097731393684785,8.085548875727042,3.1661786459252372,4.036381353478525
jukebox,258.935484894374,35.936769548998065,48.522397892589474,19.24362273300926,22.565959959075357
musicgen-large,105.05201143953987,14.5161239282912,20.260893645943458,8.336657980365377,10.427944413371545
musicgen-medium,77.58578011158941,10.685361642172088,15.70004319987938,6.415019405637637,8.121453390432434
musicgen-small,50.92558967493707,6.966321902923578,10.443495751301583,4.134167161219021,5.356509393540934
musicgen-audio,8.444416590028304,1.6131161275855581,4.796099289645386,1.7316780439855104,2.6506093740761854
baseline-mel,40.34073294444327,5.518583364936224,9.797984713913376,3.614297671877378,5.1673302861570765
baseline-mfcc,9.916909098793628,1.0591756337653566,4.654626353166987,1.6609892008316123,2.5521242765159173
baseline-chroma,8.46876510152194,1.5537618233295813,4.611255265001023,1.3551543176616099,1.9182556810031401
baseline-concat,48.5959185441112,6.596203498137755,11.148814743268012,3.9637031964443126,5.225667680964302
