model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,3.481035105164757,0.5425718541711514,2.5906288869439176,1.4246828151328375,1.8632956508420548
wav2vec2-base,3.173179835275887,0.45698029142404795,2.796442696023639,1.4203421028074699,2.002823213644105
MERT-v1-330M,3.296679467113078,0.5010412230229253,0.9982705278611002,0.3166828299372579,0.6571762300373087
MERT-v1-95M,2.498490662200778,0.3889099107161221,1.7263633228902309,0.7103829372883597,1.1366960669463535
jukebox,15.243123100991738,2.309356716955649,3.132417143887828,1.3838584394088027,1.6186337830628346
musicgen-large,6.586127077286539,1.0035976174411714,2.017767719711163,1.2159163184561435,2.0522297907004137
musicgen-medium,5.127265087718945,0.7618806816405598,2.3013647465996616,1.2006368490408015,1.9815837146522544
musicgen-small,3.922510935590158,0.5482600724288362,1.7767893305955418,0.7761627089382674,1.3962499761452893
musicgen-audio,3.377700748675121,0.9339846534548139,3.878333614459802,1.3859244825443489,2.2386770930123134
baseline-mel,5.778475511908865,0.8097618819675617,3.438799161076565,1.1585019632405003,2.2676449996249053
baseline-mfcc,5.189000716863894,0.42588698012897797,3.798787955614658,1.338904728025168,2.168243836765341
baseline-chroma,5.7334991013413825,1.1894388237515896,4.118787909564358,1.1714437993861007,1.6985901981158398
baseline-concat,4.724361475954314,0.6086815036892161,3.063332481637233,0.833181258812022,1.5327236502511161
