model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
baseline-concat,16.884947524502998,2.522060612008555,5.58616442557448,1.8748034271361167,2.749369088048775
baseline-chroma,6.657248093582854,1.3347839589308943,4.310428629551266,1.250568063993446,1.791009674660303
baseline-mfcc,6.720146306743593,0.666801519261798,4.116439012031314,1.4700559063469323,2.321432284188355
baseline-mel,15.50947516990464,2.3408633744728395,5.45758975929482,1.9920164767069195,3.24121455390836
musicgen-audio,5.010079104827859,1.1908274265798866,4.21698639361475,1.5257468131518497,2.4019937022484195
musicgen-small,16.892959114323148,2.5890650526861965,4.467635055745033,1.8871540953426322,2.6939207084476835
musicgen-medium,24.57661032582445,3.8220926374020836,6.336320727693885,2.866581981937923,3.9274568029925274
musicgen-large,32.51436934043763,5.083216548706859,7.3968339560560326,3.4368151976403998,4.646305235078565
jukebox,75.99543696047846,11.868288141556219,15.736076002204916,6.587633704886408,7.696796891144585
MERT-v1-95M,12.229490320196552,1.9200114032213997,3.745153921108486,1.543897450754779,2.110265621229808
MERT-v1-330M,16.267127645846067,2.541846203280285,3.689116253704678,1.4276742165622378,1.954846962339703
wav2vec2-base,12.904179493271663,1.9880817839293257,4.815233294241894,2.25385661641097,2.9763927679275595
wav2vec2-large,16.451483283897744,2.5833768344285115,5.281474613095978,2.5356742013315805,3.1609663831444488
