model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.2312004578658958,0.050406285469404066,1.9290584634851526,1.1320049449837857,1.5331480592794495
wav2vec2-base,0.733058178079785,0.08817166998846247,2.2999622897000522,1.2006644300642038,1.755476038128218
MERT-v1-330M,0.0435438582654538,0.008623447864420907,0.33843702296695527,0.025558660158386034,0.32823967283305455
MERT-v1-95M,0.0580508010171486,0.019935730685259986,1.2321950458080546,0.49378160705884433,0.8901289056125035
jukebox,0.0026642451268019908,0.0005487592401660836,0.029067797241387545,0.006747286859672183,0.06803273257540886
musicgen-large,0.08221650004498209,0.018662272934642336,0.6945854006857812,0.6309449139795582,1.3928239473821018
musicgen-medium,0.24891606775207234,0.023395990949393645,1.309592640633223,0.7621030090560135,1.4871266013914042
musicgen-small,0.6691583986487153,0.055830470542354634,1.1164624005021082,0.4846613386915524,1.0670930528255165
musicgen-audio,2.968658274428851,0.8722343089645576,3.7951703179370386,1.3495754988624975,2.1972144565170986
baseline-mel,3.3376248584519357,0.4401805557959237,2.942002690457303,0.9379979152523171,2.0194351606548957
baseline-mfcc,4.805886823011268,0.3682516726203729,3.7218766689840383,1.3045048273995945,2.130702867842106
baseline-chroma,5.502236328828457,1.154677863105633,4.073251622135385,1.1524128885777736,1.6763660137865422
baseline-concat,1.6741168929081338,0.1468513484411712,2.445426648476354,0.5608894982282434,1.2246895377269653
