model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.2633449062975837,0.05613874398242667,1.9398304313522956,1.1447327297557812,1.5421333963135555
wav2vec2-base,0.7405160926484537,0.09562321526272118,2.3066315745439363,1.2090917546251845,1.7644403247459162
MERT-v1-330M,0.04868466787086138,0.012463679294414054,0.36384854963778235,0.050271826643905726,0.3466903651500052
MERT-v1-95M,0.06317249558410021,0.026093606812628806,1.2580434269366136,0.5260069333994577,0.90510525600925
jukebox,0.007649950452081903,0.003435781500681688,0.04852466297328614,0.02781053069968621,0.08393859425189806
musicgen-large,0.08749154653054583,0.022700145721658335,0.7123583301030911,0.6599431697273236,1.4173933578882212
musicgen-medium,0.25539156663307017,0.028770390728709468,1.3288870262708392,0.7850703020165835,1.5062743245628014
musicgen-small,0.6727740431170074,0.059584256854025935,1.1375911082451389,0.5063871376216738,1.083769081731541
musicgen-audio,2.971366279603085,0.8739097829426524,3.796725942735634,1.3535522975777028,2.198475087289777
baseline-mel,3.339925269710683,0.44191780943745673,2.946329906936317,0.9409215135174394,2.0223101796640512
baseline-mfcc,4.81234043432293,0.3717862255945284,3.7312959700569777,1.3063369153424018,2.1412545136655043
baseline-chroma,5.504957086055519,1.156710471515501,4.085246399187149,1.16488777628151,1.6853429770687767
baseline-concat,1.6772782517813976,0.1492898771902791,2.475466262171938,0.5890867646754532,1.244780477811087
