model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.24767718010534706,0.05396581305442895,1.9352999600541632,1.1395055228040996,1.5385839653708642
wav2vec2-base,0.7376348859225617,0.09264526589392746,2.30407183310339,1.2059226334616495,1.7609009124710415
MERT-v1-330M,0.04686281516530403,0.011139004700906301,0.35172680760801456,0.03891719395341533,0.3384157036856173
MERT-v1-95M,0.0613591349827493,0.02372402165103203,1.2456870399982147,0.5106386227849572,0.8986068432419486
jukebox,0.00589686552965632,0.0025164056615308242,0.039562745106277455,0.018365390793705718,0.07696883368317345
musicgen-large,0.08560992574061643,0.021289274299277964,0.7042748877112701,0.6463112466957147,1.4059107154234773
musicgen-medium,0.2529661213304601,0.02676148354350606,1.3200101965751958,0.774632864877317,1.4976389051831296
musicgen-small,0.6716126714521694,0.05829707241464927,1.1277499018942947,0.4965977039805578,1.0764065459032548
musicgen-audio,2.970576896181325,0.8734708054344666,3.796352542712917,1.3523503329122928,2.198241640553861
baseline-mel,3.339295757913816,0.4414556564999995,2.9448296681430604,0.9401404150712418,2.0214834731592988
baseline-mfcc,4.809925041542725,0.3705935126409714,3.7274273683623185,1.3059571865237656,2.1369517382635155
baseline-chroma,5.5041626195451085,1.1561352224835948,4.080109429400527,1.1597844267176554,1.6817975318893794
baseline-concat,1.676305499006701,0.14855389196570498,2.460842066256708,0.5758831245298852,1.2356547947887992
