loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
15105.388458251953,5,0.10544662309368191,0.09941387317872304,0.10544662309368191,0.10544662309368193,34306.776916503906,7.474243336928955,47478.76601715971,10.343957737943292,78709.2053844686,17.147975029295992
