loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
4358.885997772217,0,0.41842900302114805,0.4159901634057712,0.41842900302114805,0.4185052938554339,13331.771995544434,3.356438065343513,27835.938728600235,7.008040968932587,63565.385561813935,16.003369980315693
