model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.7037900198359883,0.4111689959389184,2.3463556262227523,1.8321592000772926,2.074298479395609
wav2vec2-base,1.0894523704856598,0.3583078976296231,2.613076016465215,1.7258775217653104,2.160994472525578
MERT-v1-330M,0.5194343817843098,0.36963836479069234,0.7539972668314521,0.7241592152929567,0.8681790585908632
MERT-v1-95M,0.41476319741055107,0.29023751692169725,1.5429966433318067,1.0159183562462004,1.2948673258278265
jukebox,2.23649311259931,1.6951795082657464,1.9897718061576244,3.294964079132909,2.608902264279589
musicgen-large,1.034811511272852,0.741272901457706,1.5298681327966186,2.031156569403275,2.4745588979422934
musicgen-medium,0.9629847792111842,0.5650168945327105,1.9352783226275652,1.8119951671922165,2.298249682549971
musicgen-small,1.1452658502613897,0.4168572141966034,1.5325160688718076,1.1836390940883443,1.6072528046988437
musicgen-audio,3.027767335231247,0.9171384207549093,3.847233388579438,1.4366074855075444,2.2647694277135835
baseline-mel,3.6947480471186385,0.7110894881731369,3.255432482443589,1.464037382198341,2.4258162585063783
baseline-mfcc,4.86073972906185,0.41006357444275493,3.76959106040527,1.38640207578843,2.1926851849143576
baseline-chroma,5.535272667390315,1.1797523801474556,4.101010998380825,1.1998272159497643,1.7131256269513417
baseline-concat,2.120495795760181,0.48546126156643526,2.8342858659753913,1.2151724025682562,1.7305185863866503
