loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic_rep,aic_rep_avg,bic_rep,bic_rep_avg,ebic_rep,ebic_rep_avg,aic_cls,aic_cls_avg,bic_cls,bic_cls_avg,ebic_cls,ebic_cls_avg,aic_pr,aic_pr_avg,bic_pr,bic_pr_avg,ebic_pr,ebic_pr_avg
8822.576313018799,19,0.6388529538594222,0.6388033843200522,0.6388529538594222,0.6388546509484906,21741.152626037598,1.562537920514417,37184.40547771598,2.6724454130886865,68414.84484502488,4.916978930934662,25841.152626037598,1.857205162141555,56742.73963100734,4.078104041325811,124919.15210984267,8.97794682405079,17729.19300842285,1.2741981463578305,18046.052597028127,1.2969708636645196,18360.208182544833,1.3195492441098773
