model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,15.60031024105928,2.3597577798437266,5.338950747946786,2.5711267989287645,3.184387232241674
wav2vec2-base,12.336061539992787,1.827796648610225,4.840919653034606,2.2774160000332735,3.0231624055364943
MERT-v1-330M,15.23898576214942,2.3101383194677365,3.638372608111372,1.4198180756107417,1.9793498081878234
MERT-v1-95M,11.462136037728886,1.7497425604553698,3.8688604672389824,1.604652622795297,2.171070561383186
jukebox,71.12983697158059,10.776742789405263,14.72031367389874,6.459086227009074,7.5568505762062665
musicgen-large,30.527554956656395,4.621098566847542,7.32992211482623,3.4041509433015156,4.588137428566048
musicgen-medium,23.169609307515596,3.4775625038375377,6.38710091023141,2.900821668503868,3.8935596406279736
musicgen-small,16.08763970352206,2.363184379201985,4.4320923858158725,1.9062380865941555,2.743988949606666
musicgen-audio,5.0110658433702255,1.1678240759089453,4.277428828261402,1.5377452551978432,2.4106265398911
baseline-mel,14.825304816750918,2.185330376557018,5.380061911744592,1.9881056638002477,3.2339466129545
baseline-mfcc,6.763396039975235,0.644480313822037,4.145475175165599,1.4683582296944497,2.3219859422393676
baseline-chroma,6.743895354094328,1.330906872721041,4.324305887535501,1.241789378268321,1.8031327638021049
baseline-concat,16.128642668547453,2.3155867104272687,5.837914388735099,1.94804989775382,2.838669195876261
