model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
baseline-concat,4341.234924316406,494.15715622901917,7776.635215759277,979.6203227043152,2754.597023010254
baseline-chroma,12995.239837646484,3639.4330825805664,10871.086296081543,1703.645278930664,3362.02166891098
baseline-mfcc,11407.993911743164,1162.8118586540222,10013.363739013672,1945.1195831298828,4248.464081287384
baseline-mel,7878.074554443359,1431.9527792930603,8099.784004211426,1423.2833862304688,4115.617973327637
musicgen-audio,7114.396110534668,2738.859380722046,10298.908966064453,2032.4715576171875,4400.504308223724
musicgen-small,2071.13311958313,194.5904866605997,3540.612730026245,789.3416299819946,2374.5620539188385
musicgen-medium,916.2532811164856,85.77866821736097,4623.430311203003,1246.7738752365112,3121.609446287155
musicgen-large,394.7386255264282,67.89588071405888,3024.9636821746826,972.4828300476074,2965.0409331321716
jukebox,8.975849971175194,0.272388760310605,586.1109221577644,18.808935130015016,604.9052443456458
MERT-v1-95M,159.60220658779144,73.57217531651258,4096.611377716064,852.130081653595,2004.7461349070072
MERT-v1-330M,123.47232413291931,29.166349260136485,1438.049038887024,64.8190236221999,855.988719061017
wav2vec2-base,2165.2612342834473,316.98384869098663,6671.596160888672,1854.2111320495605,3697.0005373954773
wav2vec2-large,952.7120032310486,183.90463644266129,5942.880531311035,1779.6933670043945,3249.193043231964
