model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
baseline-concat,209.89688910253727,28.595888358650406,41.34654379584437,15.575337089854916,18.966773940622964
baseline-chroma,18.675488629091436,2.9048715688558873,6.453391164078587,2.0243060632750254,2.744037068477527
baseline-mfcc,27.446273304131736,3.390631123996513,7.859165488748997,2.847507895359589,3.9739311944576956
baseline-mel,167.34100812051622,22.830310724138766,33.27673403451407,12.662630675842806,15.880878527926681
musicgen-audio,27.18375895278003,4.114076892018319,8.26159408380997,3.0191677552379845,4.184266871498333
musicgen-small,223.7393688799497,30.542022677996943,42.505078606646556,16.529800640741616,20.046008602391755
musicgen-medium,343.77109402679434,47.12982940165384,65.35856661093848,25.665151493948127,30.778783479511745
musicgen-large,466.654482803463,64.13704975833319,87.72492252218413,34.54269404469607,41.319192208783676
jukebox,1153.5780687363476,159.40424662110573,215.43891786263015,84.9086069954731,99.79627563853461
MERT-v1-95M,163.9778393414942,22.39472290803712,31.76553259000846,12.279177634837856,14.818002476355366
MERT-v1-330M,222.89071493857705,30.488976618262694,41.71135882894205,16.043380629758204,19.28136946097291
wav2vec2-base,164.85176484375808,22.472776996191975,32.737591775804084,12.951941012075832,15.670094320508674
wav2vec2-large,223.2520394174869,30.538596078638683,43.41193696877747,17.194689353076225,20.486406885026764
