model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.43354246081350156,0.06299119045743197,2.2505845343135085,1.2042879345994062,1.6426681125272076
wav2vec2-base,0.9487819335039924,0.10667258672116371,2.5232770058648817,1.2515343444865197,1.8680965727549665
MERT-v1-330M,0.057684375933312645,0.012216884434982927,0.5581443447488891,0.059998758778741355,0.4431297023145694
MERT-v1-95M,0.07341000275414494,0.027910820235517213,1.5618249929909798,0.5930966524199056,1.019712659002311
jukebox,0.00766941264174343,0.0023137063436465223,0.23302094602908852,0.027189843140269895,0.3152786686557201
musicgen-large,0.17598188229895365,0.0247444099668549,1.1530175588859077,0.6722187427675697,1.5090632421852719
musicgen-medium,0.40396589952356676,0.031325134858596546,1.7572696465463087,0.8526239673656759,1.5840848588271204
musicgen-small,0.905330931179404,0.0651964322915153,1.3493482828050256,0.5446311301455157,1.2068844006020738
musicgen-audio,3.1021892632794015,0.879662220153515,3.889098034034634,1.3685573489524328,2.2171428262407087
baseline-mel,3.434631282623557,0.4605227931103531,3.0609588939858274,0.9582013522030004,2.0747408168193435
baseline-mfcc,4.975472712049298,0.3755444737223836,3.786350432410696,1.3077094723770946,2.146727968918953
baseline-chroma,5.6646460819867706,1.1686985328714683,4.111476991796727,1.15283125845047,1.6992320142843933
baseline-concat,1.8941258760838726,0.16026291610989335,2.9525146369170856,0.6734220905566464,1.3992363823144458
