model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.5617247757415675,0.0866936018440571,2.295059459558778,1.2577040560771426,1.6805276803042806
wav2vec2-base,0.9791547054367009,0.13743961070574542,2.550874732822669,1.2869173638633244,1.9055957732357183
MERT-v1-330M,0.07866995694800043,0.028138303622826766,0.6649209093941629,0.16218951544907573,0.519769821471752
MERT-v1-95M,0.09428521872984053,0.053690683652473786,1.669167740340289,0.7284313606053313,1.0829893546649731
jukebox,0.027853853999559218,0.01412866065450701,0.31215094050841996,0.11567736225825924,0.3815738405845376
musicgen-large,0.1976006044729075,0.041377791730694356,1.226970118159469,0.7951281592803584,1.6153983158971499
musicgen-medium,0.43043632968003487,0.05365106909397613,1.8376123961111737,0.9483639821500431,1.661892212467278
musicgen-small,0.9200095378492301,0.08068239279775463,1.4362472607495111,0.6340509129276838,1.2770796415216306
musicgen-audio,3.1130280388807656,0.8864448872866219,3.8947051050151575,1.3878372372159204,2.2228739221886005
baseline-mel,3.443647758515066,0.46696994762987304,3.0788514610880324,0.9698262841435942,2.0861793886706894
baseline-mfcc,5.001562471326575,0.3901930716679731,3.824767564978791,1.314993265832033,2.1907090751308034
baseline-chroma,5.675471275859611,1.176975467184929,4.159510854018753,1.2035941197593079,1.735429186797148
baseline-concat,1.9066537761089972,0.16945106012480515,3.0717331123737086,0.7702773582134125,1.4766867480585135
