model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,64.43309680128858,10.111397444197571,15.515563487211134,6.699576967798261,8.051608267584717
wav2vec2-base,48.97256189591116,7.643417040696183,12.47586130815098,5.374760565750973,6.674765309125568
MERT-v1-330M,64.07177232237872,10.061777983796494,13.81498534737572,5.548268244480238,6.846570843530866
MERT-v1-95M,48.09863639364726,7.565362952541328,11.503802122355358,4.701997188512997,5.82267346497226
jukebox,299.8578450454805,47.08466671971045,62.3865749043457,25.796344042367558,30.354439054920363
musicgen-large,128.1454863341294,20.116815320272934,27.673219190682474,11.657023524778197,14.31783099092497
musicgen-medium,96.3949682416688,15.101240712727156,21.647055817791706,9.091483043676956,11.192016939478957
musicgen-small,64.92042626375135,10.114824043594057,14.60870512508022,6.034688255463652,7.611209984949709
musicgen-audio,11.15685068851128,2.143396287325185,5.558192773007842,2.057325813036053,3.023184114095249
baseline-mel,51.461805172669294,8.000950768642976,13.015003566860967,5.085450229517948,6.885549516543573
baseline-mfcc,12.528046941231572,1.5595519229799053,5.3468118985324145,1.955716737434166,2.896555449826205
baseline-chroma,10.221742592042366,1.8829748683286807,5.049079282624572,1.5358155854170752,2.149773871685073
baseline-concat,61.91235767769903,9.583221556714141,15.379109356962452,5.818723665835367,7.401985698280812
