model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.9810457516339869,0.9695366362033029,0.5666289165722914,0.6841221886539107,0.6304128902316214
wav2vec2-base,0.9115468409586057,0.9459676126342793,0.4888637221593054,0.6535750251762337,0.5579053373615307
MERT-v1-330M,1.0,0.996312329645663,0.8926009815024537,0.9922792883517959,0.9219536757301108
MERT-v1-95M,1.0,0.9868526535193202,0.697432993582484,0.8784827123195703,0.7895266868076536
jukebox,1.0,1.0,0.9718761796904493,0.9986572675394427,0.9483887210473313
musicgen-large,0.9917211328976034,0.9919833253166587,0.7872782181955454,0.8744545149378986,0.648036253776435
musicgen-medium,0.9718954248366013,0.9876543209876543,0.6572291430728577,0.8096676737160121,0.6299093655589124
musicgen-small,0.9091503267973856,0.9648869648869649,0.7293318233295584,0.8905673044645854,0.7321248741188319
musicgen-audio,0.5655773420479303,0.5351932018598685,0.2523593808984522,0.5686471970459885,0.39375629405840884
baseline-mel,0.4984749455337691,0.7285553952220619,0.38542846357115895,0.7804632426988922,0.4647532729103726
baseline-mfcc,0.27494553376906317,0.7723264389931057,0.2770856927142318,0.625713326619671,0.42623363544813697
baseline-chroma,0.17973856209150327,0.27000160333493667,0.1830879577198943,0.7086270560590803,0.5863544813695871
baseline-concat,0.7315904139433551,0.9042809042809042,0.4377123442808607,0.8536421617992614,0.6883182275931521
