model,polyrhythms,dynamics,seventh_chords,mode_mixture,secondary_dominants
wav2vec2-large,0.8613124197085179,0.3873351407544208,2.6300039755798545,1.8823050466629034,2.1516581285155914
wav2vec2-base,1.2781094702760118,0.3479185020654118,2.8084545718719034,1.7604640027187382,2.2482379342374004
MERT-v1-330M,0.49998794079865766,0.3377156803533447,0.9294258357444409,0.7309963233448807,0.9466207044617407
MERT-v1-95M,0.40418396801210954,0.2698644139105566,1.8363953860762796,1.087700625480762,1.3961460900840923
jukebox,2.09541431371293,1.5392888852846915,2.0332619562694467,3.235185589211155,2.7215031441820976
musicgen-large,1.0643741287696855,0.6784979575802658,1.915048577642387,2.0278501712303507,2.52418979513201
musicgen-medium,1.0685199481989045,0.5200508796592468,2.3251907554560223,1.868260406335355,2.345221272047913
musicgen-small,1.3486418821712984,0.3907617401509058,1.7231456134489411,1.2174163343282944,1.7112598458805834
musicgen-audio,3.1557281527384173,0.9193071607253634,3.9361679751092686,1.450467645261623,2.2802136496594785
baseline-mel,3.7673527470341437,0.7054522300122047,3.3475968305818897,1.4711536664857126,2.459022141655406
baseline-mfcc,5.023091029081988,0.4113554140304705,3.8253543748635983,1.3864515496004584,2.1996294467710897
baseline-chroma,5.693786421632455,1.1901340652815668,4.131025404334293,1.1921082772277034,1.7291146369138872
baseline-concat,2.3099062851051877,0.46630019447408616,3.298088039169225,1.3021955842257906,1.8703912502569255
