loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
82.54444750762195,19,0.9968047825190682,0.99613637011636,0.9968047825190682,0.9972403307886664,9765.088895015244,0.3355008896796277,49502.84705888694,1.7007780890155617,130876.01054908837,4.496530287538253
