loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic_rep,aic_rep_avg,bic_rep,bic_rep_avg,ebic_rep,ebic_rep_avg,aic_cls,aic_cls_avg,bic_cls,bic_cls_avg,ebic_cls,ebic_cls_avg,aic_pr,aic_pr_avg,bic_pr,bic_pr_avg,ebic_pr,ebic_pr_avg
2263.1645550727844,50,0.9554716981132075,0.9554547495719939,0.9554716981132075,0.9554694707568845,14126.329110145569,0.7615271757490872,51701.80943671636,2.7871595383674586,133074.97292691778,7.173852987974004,33332.32911014557,1.7968910571507046,146082.25476506204,7.875054165232455,421905.22967517783,22.744217233163226,4557.559588432312,0.2456905438507985,4679.799194937824,0.2522802800505565,4765.628275222447,0.25690718464811035
