loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
14317.684356689453,46,0.6410781671159029,0.6340809243519056,0.6410781671159029,0.6410561048232366,40929.368713378906,2.2064349710716393,89049.46820659362,4.800510415449791,196298.8749639284,10.58214959374277
