layer_number,loss,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
1,434.23846530914307,0.9281705948372615,0.913284192723026,0.9281705948372615,0.9379478987679379,15218.476930618286,2.4400315745740397,63565.453517193215,10.191671238927885,190969.89140020244,30.618869873368997
2,457.7245180606842,0.9164662497995831,0.8990935007729968,0.9164662497995831,0.9311565457268713,15265.449036121368,2.4475627763542356,63612.4256226963,10.19920244070808,191016.86350570552,30.626401075149193
3,319.87634432315826,0.9442039442039442,0.9346380610982903,0.9442039442039442,0.9572438552885943,14989.752688646317,2.403359417772377,63336.729275221245,10.154999082126222,190741.16715823047,30.582197716567336
4,322.65927267074585,0.949013949013949,0.9385464680129437,0.949013949013949,0.9597033179468971,14995.318545341492,2.4042518110215636,63342.29513191642,10.155891475375409,190746.73301492564,30.58309010981652
5,233.03508365154266,0.9613596280262947,0.9546419925074633,0.9613596280262947,0.9703893784064419,14816.070167303085,2.3755122923365537,63163.046753878014,10.127151956690398,190567.48463688724,30.554350591131513
6,246.85366588830948,0.9575116241782908,0.948881442666597,0.9575116241782908,0.9689912021146486,14843.707331776619,2.37994345547164,63190.68391835155,10.131583119825484,190595.12180136077,30.558781754266597
7,183.90463644266129,0.9695366362033029,0.9636155830686995,0.9695366362033029,0.9769382306913376,14717.809272885323,2.3597577798437266,63064.78585946025,10.111397444197571,190469.22374246948,30.538596078638683
8,229.6505977511406,0.9576719576719577,0.9483811080141479,0.9576719576719577,0.9660808964480808,14809.301195502281,2.3744269994391987,63156.27778207721,10.126066663793043,190560.71566508643,30.553265298234155
9,227.508287191391,0.9595959595959596,0.9526618921403825,0.9595959595959596,0.967100643074131,14805.016574382782,2.3737400311660704,63151.99316095771,10.125379695519916,190556.43104396694,30.55257832996103
10,217.2905308008194,0.9613596280262947,0.9552771742139328,0.9613596280262947,0.9670800270962445,14784.581061601639,2.370463534006997,63131.55764817657,10.122103198360842,190535.9955311858,30.549301832801955
11,322.7733439207077,0.9448452781786115,0.9345226076103855,0.9448452781786115,0.9545634591864914,14995.546687841415,2.40428838990563,63342.523274416344,10.155928054259475,190746.96115742557,30.583126688700588
12,338.53375566005707,0.9366682700016034,0.9277846101909509,0.9366682700016034,0.948732886821695,15027.067511320114,2.409342233657225,63374.04409789504,10.16098189801107,190778.48198090427,30.588180532452185
13,440.8515325784683,0.9257655924322591,0.9134081265974459,0.9257655924322591,0.9385348665487571,15231.703065156937,2.442152166932329,63578.679651731865,10.193791831286173,190983.1175347411,30.62099046572729
14,450.3406183719635,0.91662658329325,0.9078091094568166,0.91662658329325,0.9320542529268225,15250.681236743927,2.4451950034862797,63597.657823318856,10.196834667840124,191002.09570632808,30.624033302281237
15,638.0927995443344,0.8855218855218855,0.8742329098005622,0.8855218855218855,0.903772024442581,15626.185599088669,2.5054009297881463,63973.1621856636,10.25704059414199,191377.60006867282,30.684239228583106
16,838.2529792785645,0.8478435145101811,0.839866724709751,0.8478435145101811,0.8738202375146444,16026.505958557129,2.5695856916076845,64373.48254513206,10.321225355961529,191777.92042814128,30.748423990402642
17,909.1784727573395,0.832291165624499,0.8214813719676609,0.832291165624499,0.8615457562507572,16168.356945514679,2.592329155926676,64515.33353208961,10.343968820280521,191919.77141509883,30.771167454721635
18,937.5069386959076,0.836940836940837,0.8262872508034588,0.836940836940837,0.8636748708073779,16225.013877391815,2.6014131597549808,64571.990463966744,10.353052824108826,191976.42834697597,30.780251458549937
19,895.7455060482025,0.8367805034471701,0.8305598060697106,0.8367805034471701,0.8663716746312949,16141.491012096405,2.5880216469611037,64488.467598671334,10.339661311314948,191892.90548168056,30.76685994575606
20,939.6731445789337,0.8217091550424884,0.8183619296735865,0.8217091550424884,0.8544596965746643,16229.346289157867,2.6021077904694354,64576.322875732796,10.35374745482328,191980.76075874202,30.780946089264393
21,1021.6946115493774,0.8104858104858105,0.7992471120625577,0.8104858104858105,0.8386184216969178,16393.389223098755,2.6284093671795343,64740.36580967368,10.380049031533378,192144.8036926829,30.807247665974494
22,1291.590618610382,0.7689594356261023,0.7532225634100567,0.7689594356261023,0.7979297954323075,16933.181237220764,2.7149561066571692,65280.15782379569,10.466595771011013,192684.59570680492,30.893794405452127
23,2079.2082858085632,0.6137566137566137,0.5903846156207493,0.6137566137566137,0.6407026500541281,18508.416571617126,2.9675190911683704,66855.39315819205,10.719158755522214,194259.83104120128,31.146357389963327
24,2448.4504022598267,0.5358345358345359,0.5103237421170886,0.5358345358345359,0.5697882581261453,19246.900804519653,3.0859228482474994,67593.87739109457,10.837562512601343,194998.3152741038,31.264761147042456
