loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic_rep,aic_rep_avg,bic_rep,bic_rep_avg,ebic_rep,ebic_rep_avg,aic_cls,aic_cls_avg,bic_cls,bic_cls_avg,ebic_cls,ebic_cls_avg,aic_pr,aic_pr_avg,bic_pr,bic_pr_avg,ebic_pr,ebic_pr_avg
112.29094794392586,10,0.9820426487093153,0.977000993400022,0.9820426487093153,0.9859012900935022,1760.5818958878517,0.2822802462542651,6935.561410659913,1.112002791511931,17140.42244077474,2.748183812854696,10990.581895887852,1.7621583927990783,47262.60628132797,7.577778784885036,139753.32432375522,22.407138740380827,244.11957174539566,0.039140543810388916,309.94448862628536,0.04969448270423046,354.4747097067179,0.05683416862381239
