loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
480.404985666275,40,0.9195125861792528,0.8893554400384723,0.9195125861792528,0.9282391833968628,5056.80997133255,0.810776009512995,18856.75534405805,3.023369463533437,50087.194711366945,8.030654916044083
