loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
68445.00296783447,5,0.11974789915966387,0.11406932043719595,0.11974789915966387,0.11974789915966386,276222.00593566895,12.89551848439164,831604.9551808941,38.82376074607349,2385361.2489751354,111.36140284664498
