loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic_rep,aic_rep_avg,bic_rep,bic_rep_avg,ebic_rep,ebic_rep_avg,aic_cls,aic_cls_avg,bic_cls,bic_cls_avg,ebic_cls,ebic_cls_avg,aic_pr,aic_pr_avg,bic_pr,bic_pr_avg,ebic_pr,ebic_pr_avg
1002.4887583255768,61,0.9953314659197012,0.9953366657892649,0.9953314659197012,0.9953314659197012,11604.977516651154,0.5417823303758709,49870.9631678595,2.328242911664776,131244.12665806094,6.127176781422079,328472.97751665115,15.334872899937029,1629787.540389431,76.08718675954393,5548363.367130899,259.02723469331926,2023.7358899116516,0.09447879971576338,2098.5075192893837,0.0979695387156575,2140.4980058809506,0.09992987889266809
