loss,layer_idx,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
68.16190341394395,23,0.9991375592927986,0.9991375590076932,0.9991375592927986,0.9991374972913138,9736.323806827888,0.6997501657918562,45931.4476779491,3.3010958515128004,127304.61116815053,9.149389907154703
