layer_number,loss,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,aic,aic_avg,bic,bic_avg,ebic,ebic_avg
1,65063.32536315918,0.14705882352941177,0.12506463811882265,0.14705882352941177,0.14705882352941177,234642.65072631836,10.95437211607462,651247.6253431612,30.403717336282035,1786704.0425376238,83.41288713994508
2,66481.9684753418,0.1289449112978525,0.11832294067409252,0.1289449112978525,0.1289449112978525,237479.9369506836,11.086831790414733,654084.9115675264,30.536177010622147,1789541.328761989,83.5453468142852
3,67487.6125793457,0.11437908496732026,0.1047851803814663,0.11437908496732026,0.11437908496732026,239491.2251586914,11.18072946585861,656096.1997755342,30.630074686066024,1791552.6169699968,83.63924448972908
4,67905.10652160645,0.1072829131652661,0.09763322397675273,0.1072829131652661,0.1072829131652661,240326.2130432129,11.21971115981386,656931.1876600557,30.669056380021274,1792387.6048545183,83.67822618368433
5,50557.64663696289,0.3715686274509804,0.3657771361616268,0.3715686274509804,0.3715686274509804,205631.29327392578,9.59996700625237,622236.2678907686,29.049312226459787,1757692.6850852312,82.05848203012283
6,48984.146797180176,0.395985060690943,0.3911898669212451,0.395985060690943,0.395985060690943,202484.29359436035,9.453048253704965,619089.2682112032,28.90239347391238,1754545.6854056658,81.91156327757544
7,67388.15661621094,0.12306255835667601,0.1175198157398718,0.12306255835667601,0.12306255835667601,239292.31323242188,11.171443194790937,655897.2878492647,30.62078841499835,1791353.7050437273,83.6299582186614
8,67158.26553344727,0.12605042016806722,0.1209697771837969,0.12605042016806722,0.12605042016806722,238832.53106689453,11.149978107698157,655437.5056837373,30.599323327905573,1790893.9228782,83.60849313156862
9,45640.54521179199,0.4530812324929972,0.4485585289425074,0.4530812324929972,0.45308123249299714,195797.09042358398,9.140853894658449,612402.0650404268,28.590199114865865,1747858.4822348894,81.59936891852892
10,66766.34275817871,0.13249299719887955,0.12411732371403932,0.13249299719887955,0.13249299719887955,238048.68551635742,11.113384011034427,654653.6601332002,30.562729231241843,1790110.0773276628,83.57189903490489
11,65791.19309997559,0.13795518207282914,0.13133238942894626,0.13795518207282914,0.13795518207282914,236098.38619995117,11.022333622780167,652703.360816794,30.47167884298758,1788159.7780112566,83.48084864665063
12,64984.1614074707,0.1503734827264239,0.1428678020524575,0.1503734827264239,0.15037348272642392,234484.3228149414,10.946980523573362,651089.2974317842,30.396325743780775,1786545.7146262468,83.40549554744383
13,64798.77579498291,0.14943977591036414,0.14284908711225966,0.14943977591036414,0.14943977591036414,234113.55158996582,10.929670942575434,650718.5262068086,30.37901616278285,1786174.9434012712,83.3881859664459
14,64063.22196960449,0.15639589169000934,0.1488663514932659,0.15639589169000934,0.15639589169000934,232642.44393920898,10.86099178054197,649247.4185560518,30.310337000749385,1784703.8357505144,83.31950680441244
15,63263.5964050293,0.16619981325863678,0.1592013120912035,0.16619981325863678,0.16619981325863678,231043.1928100586,10.78633019654802,647648.1674269014,30.235675416755434,1783104.584621364,83.24484522041848
